ObjCoeff,Dual,y_lp_sum,RC,ylp,yint
421,-14.4343,1.42E-13,286.333,0,0
517,-107.625,3.05E-13,114.63,0,0
79,-0.36312,0.197988,0,0.200809,0
601,-204.541,1.30E-07,0,0,0
445,-271.616,0.951157,0,0.951894,1
343,-113.731,1.42E-13,143.189,0,0
181,-668.349,1,-457.215,1,1
367,-133.185,1.42E-13,32.6956,0,0
517,-161.03,1.42E-13,94.4246,0,0
553,-651.06,0.126277,0,0.124831,0
421,-406.981,0.000507724,0,0,0
157,-65.051,0.0623497,0,0.0623744,0
601,-64.3251,1.42E-13,476.354,0,0
559,-1146.19,1,-801.197,1,1
145,-10.167,0.0749351,0,0.0756201,0
241,-138.047,1,-93.2348,1,1
523,-116.304,1.42E-13,181.855,0,0
73,-50.7961,0.999593,-2.76428,1,1
403,-37.561,1.42E-13,286.653,0,0
601,-112.299,1.42E-13,371.743,0,0
109,-30.0921,0.0460094,0,0.04629,0
325,-57.4605,0.0528174,0,0.0521861,0
295,-271.838,1,-29.0613,1,1
541,-452.189,0.881486,0,0.885273,1
433,-310.574,0.309994,0,0.305001,1
481,-497.346,1,-12.5798,1,1
361,-235.533,1,-300.49,1,1
535,-68.0442,1.42E-13,282.303,0,0
601,-3.18E-164,1,0,1,1
127,-939.72,1,-1069.95,1,1
541,-18.1862,0.186644,0,0.187997,1
529,-2095.69,1,-3184.7,1,1
583,-392.048,1,-114.696,1,1
511,-109.801,0.999994,0,1,1
601,-53.4203,0.0461841,0,0.046343,0
307,-129.275,0.754326,0,0.753411,1
397,-483.145,0.0105174,0,0.0105869,0
91,-1074.78,1,-1005.66,1,1
175,-412.325,1,-317.804,1,1
367,-183.426,7.60E-07,39.7027,0,0
175,-65.4914,0.988503,0,0.988427,1
601,-138.74,1.42E-13,247.001,0,0
289,-357.254,0.295962,0,0.295815,0
577,-274.801,0.716023,0,0.713652,0
91,-52.9859,0.592273,0,0.598569,1
361,-103.287,0.194911,0,0.196261,0
91,-10.7089,0.00219288,0,0.00119985,0
85,-9.94108,0.42122,0,0.420724,1
499,-100.697,1.42E-13,322.653,0,0
271,-40.6447,1.42E-13,208.965,0,0
601,-40.6745,0.113705,0,0.111402,1
343,-707.062,1,-845.106,1,1
361,-378.625,1,-189.029,1,1
259,-679.11,1,-1385.08,1,1
343,-79.4172,0.116348,0,0.117381,1
229,-117.731,0.57384,0,0.585785,0
289,-25.1619,0.000368464,0,0.000119577,0
247,-21.0805,0.961972,0,0.961334,1
313,-1.605,1.42E-13,153.918,0,0
601,-27.4808,1.42E-13,462.489,0,0
301,-175.802,1.31E-08,0,0,0
493,-473.068,0.406535,0,0.401431,0
217,-341.638,1,-124.407,1,1
409,-393.678,0.482566,0,0.481235,1
421,-165.252,1.42E-13,174.895,0,0
355,-71.5151,1.42E-13,184.26,0,0
97,-42.7484,0.186909,0,0.189142,1
601,-133.929,0.0211418,0,0.0208916,0
379,-316.287,0.0281475,0,0.0268911,0
541,-85.5973,1.42E-13,397.757,0,0
199,-30.3135,0.96193,0,0.962453,1
421,-394.316,0.0221647,0,0.0232356,0
433,-230.963,0.0278782,0,0.0279684,0
109,-230.721,1,-24.1561,1,1
445,-372.018,0.0373622,0,0.037237,0
307,-350.312,1,-308.54,1,1
6010,-9078.23,1.46E-10,0,0,0
2464,-1463.62,1.46E-10,1342.17,0,0
3786,-3702.79,1.46E-10,1122.13,0,0
3726,-4131.03,0.650997,0,0.650462,1
2464,-4189.19,0.0509009,0,0.0522565,0
4147,-6042.63,0.633806,0,0.634667,0
4207,-889.501,1.46E-10,2371.5,0,0
5169,-4272.24,1.46E-10,1790.9,0,0
782,-516.048,1.46E-10,467.493,0,0
6010,-668.665,0.0354782,0,0.0353431,0
4447,-5740.38,0.0782952,0,0.0790904,0
3426,-720.443,0.00013115,0,0,0
1803,-3368.76,1,-981.751,1,1
3666,-1833.3,1.46E-10,1259.27,0,0
5169,-477.65,1.46E-10,3208.93,0,0
5529,-1782.47,1.46E-10,0,0,0
4207,-1571.06,1.46E-10,1796.28,0,0
1563,-128.155,0.237697,0,0.237162,0
6010,-2519.02,1.46E-10,1797.47,0,0
5589,-6267.58,0.999935,-165.08,1,1
1443,-158.931,0.999977,-101.279,1,1
2404,-2266,0.403454,0,0.402087,1
5229,-2025.08,1.46E-10,1505.94,0,0
722,-686.255,0.779662,0,0.779846,1
4027,-1770.73,1.46E-10,0,0,0
6010,-220.482,0.0879889,0,0.087599,0
1082,2.29E-52,1,0,1,1
3246,-41.2959,0.425903,0,0.427096,0
2945,-799.863,0.548754,0,0.551472,1
5409,-2538.18,0.263067,0,0.259347,1
4327,-3072.74,0.173496,0,0.174263,0
4808,-3130.42,0.0495304,0,0.0516947,0
3606,-2085.47,0.998287,0,0.998063,0
5349,-1910.29,1.49E-05,0,0,0
6010,-7459.58,0.743966,0,0.7432,1
1262,-2514.41,1,-750.708,1,1
5409,-6984.35,0.256037,0,0.2568,0
5289,-12227.3,1,-5631.68,1,1
5830,-5394.86,3.18E-07,118.432,0,0
5108,-3214.93,0.256034,0,0.2568,0
6010,-533.272,0.251931,0,0.252172,0
3065,-2814.71,0.231786,0,0.229253,1
3967,-3237.86,1.46E-10,198.752,0,1
902,-322.527,1,-1508.37,1,1
1743,-1767.77,0.9995,0,1,1
3666,-1634.23,0.00373984,0,0.00390475,0
1743,-3233.98,1,-342.773,1,1
6010,-1943.73,0.024361,0,0.0241899,0
2885,-290.762,0.124875,0,0.122118,1
5770,-5684.55,0.117205,0,0.11574,0
902,-1563.51,0.680911,0,0.682032,1
3606,-2883.64,0.0891254,0,0.0891015,0
902,-37.5168,0.268672,0,0.270532,0
842,-23.2774,0.138252,0,0.138644,0
4988,-3686.49,1.98E-09,2166.19,0,0
2705,-1073.8,1.46E-10,1706.12,0,0
6010,-11800,0.248974,0,0.249594,1
3426,-5628.86,0.314229,0,0.313893,0
3606,-4885.21,0.621044,0,0.620963,1
2585,-4466.54,0.81552,0,0.813701,0
3426,-6188.22,0.219606,0,0.219846,1
2284,-1738.48,1.46E-10,655.887,0,0
2885,-2972.71,0.000187104,0,0.000342024,0
2464,-2262.71,0.748309,0,0.747839,1
3125,-4026.27,1.46E-10,794.778,0,0
6010,-1029.65,3.82E-10,313.741,0,0
3005,-396.611,0.0782567,0,0.0790904,0
4928,-5180.46,3.86E-05,0,0,0
2164,-1316.58,1,-156.821,1,1
4087,-2542.22,1.46E-10,946.773,0,0
4207,-1478.47,1.46E-10,1574.63,0,0
3546,-951.374,1.46E-10,1286.86,0,0
962,-483.147,0.921705,0,0.92091,1
6010,-1091.18,0.128867,0,0.129526,0
3786,-2425.23,0.126245,0,0.125729,0
5409,-384.468,1.46E-10,4571.53,0,0
1984,-406.646,0.647947,0,0.647381,1
4207,-583.533,0.0969408,0,0.0973651,0
4327,-1085.55,1.66E-07,84.757,0,0
1082,-711.447,1.84E-05,0,0,1
4447,-2443.29,1.46E-10,646.272,0,0
3065,-3267.02,0.999999,0,1,1
6010,-4440.92,4.24E-21,940.679,0,0
2464,-1318.34,4.24E-21,192.075,0,0
3786,-2504.95,4.90E-15,1329.61,0,0
3726,-2342.05,0.364313,0,0.364644,0
2464,-2158.92,0.185033,0,0.18463,1
4147,-3590.03,0.505403,0,0.505283,0
4207,-868.563,4.24E-21,1837.48,0,0
5169,-2562.82,4.24E-21,691.177,0,0
782,-28.4811,4.24E-21,312.257,0,0
6010,-4739.49,0.00909385,0,0.00906541,0
4447,-4214.9,0.0772953,0,0.0775113,0
3426,-1938.74,1.26E-07,0,0,0
1803,-3137.26,1,-944.198,1,1
3666,-1312.86,4.24E-21,358.44,0,0
5169,-1664.56,4.24E-21,1340.95,0,0
5529,-1056.44,4.24E-21,483.008,0,0
4207,-1379.65,1.21E-12,1598.4,0,0
1563,-145.281,0.0875014,0,0.0875151,0
6010,-1278.27,0.000454524,0,0.000253832,0
5589,-2541.44,1,0,1,1
1443,-98.5382,0.999937,-101.53,1,1
2404,-720.836,0.702634,0,0.702471,1
5229,-1293.63,4.24E-21,1229.35,0,0
722,-109.709,0.956501,0,0.957089,1
4027,-543.307,4.24E-21,1286.74,0,0
6010,-77.9964,0.139244,0,0.139191,0
1082,-20.1571,1,-1291.56,1,1
3246,-913.024,0.0841288,0,0.084352,0
2945,-1351.2,0.534866,0,0.534876,1
5409,-1479.37,0.333423,0,0.33302,1
4327,-2725.61,1.71E-11,0,0,0
4808,-2115.7,4.24E-21,388.466,0,0
3606,-2138.87,0.746892,0,0.746904,0
5349,-1353.64,1.60E-18,773.928,0,0
6010,-2164.47,0.770978,0,0.771205,1
1262,-670.241,0.97156,0,0.972185,1
5409,-2533.51,0.229022,0,0.228795,0
5289,-7228.7,1,-2751.14,1,1
5830,-4039.51,0.015194,0,0.0153134,0
5108,-2496.21,0.281568,0,0.28138,0
6010,-55.9113,0.297366,0,0.297529,1
3065,-2432.44,1.22E-20,420.563,0,0
3967,-1838.18,0.405872,0,0.405778,0
902,-192.033,1,-518.937,1,1
1743,-1568.06,0.68473,0,0.684978,1
3666,-2866.32,4.24E-21,552.804,0,0
1743,-2969.17,0.905486,0,0.906357,1
6010,-158.596,1.10E-12,0,0,0
2885,-813.067,0.222518,0,0.222164,0
5770,-4439.58,0.220929,0,0.221118,0
902,-705.565,0.640613,0,0.640605,1
3606,-2551.77,0.00948079,0,0.0095732,0
902,-711.986,0.0991428,0,0.0991916,1
842,-2.3468,0.270975,0,0.270721,1
4988,-138.185,4.24E-21,2567.35,0,0
2705,-253.792,4.24E-21,1228.26,0,0
6010,-3205.66,0.273668,0,0.273599,1
3426,-3040.35,0.345755,0,0.345515,0
3606,-2938.61,0.704689,0,0.705132,0
2585,-2030.56,0.865161,0,0.86489,0
3426,-2160.75,0.257876,0,0.258144,1
2284,-945.646,4.24E-21,194.487,0,0
2885,-1344.41,0.000204245,0,0,0
2464,-833.371,0.575325,0,0.575067,1
3125,-962.652,4.15E-18,0,0,0
6010,-199.712,0.00156788,0,0.00161869,0
3005,-129.469,0.158144,0,0.158439,0
4928,-2841.29,0.00901091,0,0.00894868,0
2164,-1012.81,1,-200.308,1,1
4087,-1784.5,4.24E-21,539.668,0,0
4207,-419.351,4.24E-21,1702.9,0,0
3546,-144.89,4.24E-21,933.109,0,0
962,-49.8988,0.831277,0,0.830994,1
6010,-115.044,0.0506518,0,0.0506966,0
3786,-504.481,0.0490561,0,0.0494413,0
5409,-196.131,4.24E-21,4021.01,0,0
1984,-11.2969,0.873688,0,0.873223,1
4207,-349.463,0.00489821,0,0.00480661,0
4327,-191.19,0.0217062,0,0.0218322,0
1082,-568.876,4.24E-21,0,0,1
4447,-572.699,4.24E-21,685.247,0,0
3065,-1869.66,1,-27.0567,1,1
6010,-3914.92,0.0142198,0,0.0143911,0
2464,-1153.04,5.42E-19,680.194,0,0
3786,-2642.75,5.42E-19,116.84,0,0
3726,-1301.54,0.424235,0,0.42434,0
2464,-2163.25,0.0411912,0,0.0413112,0
4147,-3882.3,0.347366,0,0.347213,1
4207,-1538.66,1.14E-10,1761.3,0,0
5169,-2147.15,5.42E-19,1757.59,0,0
782,-254.373,5.42E-19,182.977,0,0
6010,-1749.62,0.0656479,0,0.0658065,0
4447,-4778.02,0.0383392,0,0.0383162,1
3426,-682.922,5.42E-19,1194.28,0,0
1803,-2689.07,1,-1573.83,1,1
3666,-1094.18,1.36E-14,1389,0,0
5169,-2167.12,5.42E-19,2504.96,0,0
5529,-2743.3,4.49E-14,783.661,0,0
4207,-1452.69,5.42E-19,2399.79,0,0
1563,-1149.08,0.0647151,0,0.0646585,0
6010,-4987.81,2.49E-08,905.336,0,0
5589,-6395.84,0.999992,-285.082,1,1
1443,-1554.2,1,-382.955,1,1
2404,-1888.19,0.74937,0,0.749821,1
5229,-2364.66,4.34E-14,2736.04,0,0
722,-840.115,0.838022,0,0.838247,1
4027,-1156.11,5.42E-19,2299.65,0,0
6010,-954.782,0.158692,0,0.159165,0
1082,-90.7136,1,-596.57,1,1
3246,-1995.41,0.170915,0,0.170742,0
2945,-3246.87,0.557583,0,0.557498,1
5409,-2106.86,0.329065,0,0.328743,1
4327,-2582.19,0.112658,0,0.112554,0
4808,-2889.07,0.0699775,0,0.0696318,0
3606,-3190.95,0.999785,-20.4794,1,0
5349,-1753.71,5.42E-19,0,0,0
6010,-8.06211,1,0,1,1
1262,-1518.67,1,-999.719,1,1
5409,-3187.5,0.173615,0,0.173504,0
5289,-5642.47,1,-5679.66,1,1
5830,-2500.1,5.42E-19,1080.25,0,0
5108,-2989.67,3.37E-07,0,0,0
6010,-936.784,0.246724,0,0.246591,1
3065,-2077.33,0.771923,0,0.772088,0
3967,-3224.94,5.11E-08,0,0,0
902,-1061.21,1,-1019.42,1,1
1743,-1323.76,1,-60.2562,1,1
3666,-1615.14,5.42E-19,1651.28,0,0
1743,-2360.99,1,-3611.01,1,1
6010,-368.237,0.0568887,0,0.0568021,0
2885,-3048.75,0.117552,0,0.11801,1
5770,-5135.37,5.42E-19,0,0,0
902,-1109.32,0.531024,0,0.531553,1
3606,-2295.55,0.128492,0,0.128755,0
902,-10.2645,0.512598,0,0.512391,1
842,-1515.74,0.0845811,0,0.0849164,0
4988,-2825.13,5.66E-10,751.746,0,0
2705,-551.136,5.42E-19,1492.83,0,0
6010,-1527.04,0.173615,0,0.173504,0
3426,-1210.78,0.573975,0,0.573537,0
3606,-1856.37,0.812465,0,0.812635,1
2585,-751.032,0.887504,0,0.887708,1
3426,-1175.42,0.272605,0,0.272177,0
2284,-628.854,5.42E-19,861.135,0,0
2885,-523.131,0.0204735,0,0.0204693,1
2464,-686.826,0.609511,0,0.609547,1
3125,-695.94,5.42E-19,225.693,0,0
6010,-2239.68,0.000268859,0,0.000326432,0
3005,-931.84,0.257387,0,0.256758,0
4928,-4491.93,0.00926354,0,0.00911507,0
2164,-845.706,1,-366.082,1,1
4087,-1479.26,5.42E-19,0,0,0
4207,-1437.02,5.42E-19,2150.39,0,0
3546,-909.211,5.42E-19,1435.94,0,0
962,-812.677,1,-108.582,1,1
6010,-2153.25,0.130176,0,0.130026,0
3786,-1573.85,0.0394295,0,0.0395625,0
5409,-456.688,5.42E-19,3158.85,0,0
1984,-849.993,0.826385,0,0.826496,1
4207,-1683.77,0.00388121,0,0.00391471,0
4327,-1318.95,0.00012817,0,0,0
1082,-702.901,0.0557577,0,0.0552407,0
4447,-1885.62,5.42E-19,1065.83,0,0
3065,-3096,0.999928,0,1,1
14766,-1068.05,0.00244141,13602.1,0,0
13585,-1277.3,0.00244141,7682.6,0,0
11223,-9630.2,0.00924392,355.395,0,0
11370,-6570.04,0.0157896,0,0,0
5316,-4242.81,0.00244141,2347.88,0,0
13880,-4507.95,0.00244141,10525.4,0,0
10632,-2692.86,0.00244141,7929.44,0,0
5612,-5405.8,0.00244141,741.71,0,0
2068,-4917.15,0.987714,-518.507,1,1
14766,-12.1788,0.00244141,0,0,0
2806,-3392.4,0.984471,0,1,1
13880,-8513.9,0.00244141,2851.74,0,0
12847,-9141.53,0.00244141,3334.06,0,0
10189,-2944.87,0.00244141,7778.18,0,0
2658,-2004.81,0.00588515,402.427,0,0
2363,-1921.87,0.993627,-44.9662,1,1
8712,0,0.00244141,0,0,0
14766,-1031.2,0.00244141,0,0,0
5169,-1.83E-33,0.0329815,0,0,0
1625,-7185.35,0.990647,-109.873,1,1
3249,-3444.56,0.996741,0,1,1
12404,-4348.81,0.00244141,9413.59,0,0
6793,-1883.58,0.00244141,2867.81,0,0
9746,-4621.28,0.00244141,6020.89,0,0
4135,-1999.44,0.974854,-201.055,1,1
14766,-2.36E-17,0.00244141,0,0,0
10337,-1811.64,0.00244141,3268.17,0,0
1477,-114.23,0.99707,0,1,1
6055,-38.0775,0.00244141,0,0,0
6940,-69.2638,0.00244141,0,0,0
13290,0,0.00244141,0,0,0
14619,0,0.00244141,0,0,0
10780,-1032.59,0.00244141,9552.32,0,0
10337,-2886.14,0.00244141,7095.21,0,0
14766,-1655.74,0.00244141,13812.8,0,0
13290,-15559.3,0.00244141,4434.18,0,0
7679,-2820.77,0.00379355,1213.39,0,0
3840,-2867.18,0.0077474,1869.45,0,0
9598,-1527.53,0.00244141,3259.57,0,0
11370,-5919.43,0.00244141,4323.56,0,0
3101,-1417.17,0.984652,0,1,1
7679,-9902.2,0.00820158,0,0,0
14766,-2.29E-17,0.00244141,0,0,0
9746,-5202.66,0.00244141,2572.76,0,0
6202,-6465.73,0.987189,-1643.71,1,1
5021,-3530,0.00696996,0,0,0
5612,-1935.07,0.00244141,1985.3,0,0
11075,-2705.67,0.00244141,8352.88,0,0
6793,-1663.96,0.00332321,3991.31,0,0
2363,-2981.84,0.0105961,0,0,0
8565,-5110.78,0.0315202,0,0,0
14766,-0.033084,0.00244141,0,0,0
4726,0,0.00244141,0,0,0
5759,-3523.49,0.00244141,913.338,0,0
10632,-5843.21,0.00244141,6385.07,0,0
3544,-2.18916,0.00244141,0,0,0
12256,-994.873,0.00244141,0,0,0
7383,-329.143,0.00244141,5657.87,0,0
1920,-2256.68,0.00522518,0,0,0
14766,-259.746,0.00244141,12837.7,0,0
8565,-1287.23,0.00244141,5551.95,0,0
2363,-991.267,0.99707,0,1,1
10927,-192.887,0.00244141,0,0,0
10484,-10648.5,0.00244141,0,0,0
13290,-3148.14,0.00244141,8265.45,0,0
10337,-2386.88,0.00244141,6537.22,0,0
11370,-6310.44,0.00244141,4963.31,0,0
14766,-5.55E-17,0.00244141,0,0,0
7531,-8849.35,0.0131347,1047.6,0,0
10632,-732.664,0.00244141,4868.9,0,0
1920,-3048.38,0.00818009,0,0,0
6793,-1830.45,0.00244141,4038.86,0,0
11813,-7608.52,0.00244141,6198.87,0,0
2215,-2597.31,0.996162,0,1,1
14766,-5967.89,0.00244141,10394,0,0
4283,-1743.84,0.959837,0,1,1
1772,-2.27E-24,0.0384936,842.98,0,0
4726,-3232.99,0.0135251,0,0,0
4430,0,0.96653,0,1,1
5316,-9050.33,0.975857,-367.562,1,1
8417,-10005.1,0.00244141,0,0,0
10780,-9969.64,0.981252,0,1,1
11370,-8267.28,0.00244141,7036.38,0,0
14766,-1420.49,0.00244141,14245.6,0,0
13585,-1608.21,0.00244141,7862.71,0,0
11223,-7399.28,0.0143591,309.438,0,0
11370,-3098.38,0.0106568,930.903,0,0
5316,-2854.93,0.00244141,1963.18,0,0
13880,-3190.26,0.00244141,10092.7,0,0
10632,-1472.35,0.00244141,8875.35,0,0
5612,-5118.73,0.00244141,982.215,0,0
2068,-623.637,0.99707,-88.9366,1,1
14766,-941.338,0.00244141,13417,0,0
2806,-1944.5,0.985407,-188.07,1,1
13880,-6953.84,0.00244141,2380.22,0,0
12847,-9016.98,0.00244141,3150.78,0,0
10189,-2034.02,0.00244141,6568.97,0,0
2658,-1171.12,0.00555428,1687.68,0,0
2363,-2576.15,0.991153,-1035.34,1,1
8712,-3.61E-18,0.00244141,0,0,0
14766,-1126.58,0.00244141,11149.2,0,0
5169,-6.78E-34,0.0161133,728.562,0,0
1625,-229.974,0.991838,-2379.31,1,1
3249,-2813.83,0.988855,0,1,1
12404,-830.441,0.00244141,8892.37,0,0
6793,-3306.5,0.00244141,3600.61,0,0
9746,-0.832855,0.00244141,6070.26,0,0
4135,-4033.64,0.970693,0,1,1
14766,-364.789,0.00244141,14101.8,0,0
10337,-4360.43,0.00244141,2949.75,0,0
1477,-2280.34,0.99707,0,1,1
6055,-1.72E-25,0.00244141,0,0,0
6940,-19.6731,0.00244141,0,0,0
13290,-165.946,0.00244141,12713.7,0,0
14619,0,0.00244141,0,0,0
10780,-37.8721,0.00244141,8722.46,0,0
10337,-2920.94,0.00244141,7699.73,0,0
14766,-986.335,0.00244141,12946.5,0,0
13290,-9670.87,0.00244141,3786.49,0,0
7679,-4561.93,0.00244141,0,0,0
3840,-1979.1,0.0113019,965.349,0,0
9598,-2355.29,0.00244141,2621.35,0,0
11370,-9146.63,0.00244141,4284.64,0,0
3101,-2172.63,0.982099,0,1,1
7679,-3687.92,0.00855234,620.925,0,0
14766,0,0.00244141,0,0,0
9746,-4939.69,0.00244141,4195.15,0,0
6202,-8266.29,0.985153,-877.797,1,1
5021,-5891.89,0.00695343,398.111,0,0
5612,-2617.96,0.00244141,2900.27,0,0
11075,-2447.62,0.00244141,8554.31,0,0
6793,-3627.78,0.00244141,5099.35,0,0
2363,-2251.16,0.0186605,0,0,0
8565,-4356.35,0.0498022,524.468,0,0
14766,-0.0018782,0.00244141,0,0,0
4726,-0.0057073,0.00244141,4517.87,0,0
5759,-3514.39,0.00244141,2201.4,0,0
10632,-1901.94,0.00244141,5846.18,0,0
3544,-2.84E-29,0.00244141,0,0,0
12256,-672.368,0.00244141,8249.04,0,0
7383,-561.33,0.00244141,6896.89,0,0
1920,-728.891,0.00921983,696.228,0,0
14766,-820.762,0.00244141,13035.4,0,0
8565,-2834.85,0.00244141,5902.54,0,0
2363,-693.11,0.9966,0,1,1
10927,-1077.25,0.00244141,4705.4,0,0
10484,-10074.4,0.00291161,0,0,0
13290,-5912.95,0.00244141,8363.3,0,0
10337,-4939.56,0.00244141,6798.83,0,0
11370,-8713.93,0.00244141,3908.51,0,0
14766,-6.26969,0.00244141,0,0,0
7531,-4567.02,0.00772554,0,0,0
10632,-1138.45,0.00244141,4959.52,0,0
1920,-26.6326,0.0113806,0,0,0
6793,-1709.58,0.00244141,4752.95,0,0
11813,-1317.9,0.00244141,6760.85,0,0
2215,-1931.32,0.99707,0,1,1
14766,-4877.06,0.00244141,9904.54,0,0
4283,-2478.19,0.937792,0,1,1
1772,-3.44E-29,0.0172252,640.572,0,0
4726,-3775.81,0.0113887,0,0,0
4430,0,0.983398,0,1,1
5316,-31.9812,0.990959,0,1,1
8417,-8174.44,0.00244141,0,0,0
10780,-11652.2,0.973258,0,1,1
11370,-3490.22,0.00244141,5301.69,0,0
14766,-1879.83,0.000152588,13424.6,0,0
13585,-5904.88,0.000152588,6171.91,0,0
11223,-15097.2,0.000412685,0,6.12E-13,0
11370,-13905.8,0.000267064,0,-2.04E-13,0
5316,-7926.7,0.000152588,1298.98,0,0
13880,-6731.74,0.000152588,10019.4,0,0
10632,-12783.7,0.000152588,5937.87,0,0
5612,-5740.25,0.000224709,0,1.28E-13,0
2068,-4933.48,0.999532,0,1,1
14766,-908.748,0.000152588,13585.1,0,0
2806,-1.92E-17,0.998313,0,1,1
13880,-9282.71,0.000152588,1556.35,0,0
12847,-6390.38,0.000152588,0,0,0
10189,-2492.75,0.000152588,7065.95,0,0
2658,-395.807,0.000349693,0,-2.04E-13,0
2363,-2411.95,0.999654,0,1,1
8712,-932.465,0.000152588,3543.66,0,0
14766,-7.21E-05,0.000152588,11584,0,0
5169,-3603.58,0.000356373,0,1.28E-13,0
1625,-7414,0.999398,-3548.83,1,1
3249,-661.812,0.998502,-98.6606,1,1
12404,-3425.15,0.000152588,6913.68,0,0
6793,-3197.16,0.000152588,3962.68,0,0
9746,-889.782,0.000152588,4543.06,0,0
4135,-4997.61,0.997444,0,1,1
14766,-199.658,0.000152588,13616.3,0,0
10337,-5615.98,0.000152588,1175.48,0,0
1477,-22.789,0.999817,0,1,1
6055,-614.404,0.000152588,4577.54,0,0
6940,-1028.13,0.000152588,4484.39,0,0
13290,-281.626,0.000152588,12143.9,0,0
14619,-296.2,0.000152588,13148.1,0,0
10780,-178.348,0.000152588,8448.37,0,0
10337,-3322.29,0.000152588,3653.14,0,0
14766,-607.954,0.000152588,11514.9,0,0
13290,-8682.37,0.000152588,0,0,0
7679,-2928.55,0.00155959,0,0,0
3840,-6227.85,0.000754533,0,0,0
9598,-1553.73,0.000152588,0,0,0
11370,-2565.48,0.000152588,3459.83,0,0
3101,-0.00111845,0.998755,0,1,1
7679,-3575.52,0.00102309,0,0,0
14766,-1273.14,0.000152588,0,0,0
9746,-5394.94,0.000152588,3777.44,0,0
6202,-4719.88,0.999411,0,1,1
5021,-3991.85,0.000221817,0,-2.93E-13,0
5612,-2906.03,0.000152588,541.956,0,0
11075,-3335.15,0.000152588,8279.54,0,0
6793,-1296.98,0.000214377,3750.35,0,0
2363,-1655.56,0.00281517,0,-4.41E-13,0
8565,-4679.94,0.000343105,0,0,0
14766,-0.0483603,0.000152588,14357.3,0,0
4726,-622.448,0.000152588,0,0,0
5759,-4288.74,0.000152588,0,0,0
10632,-7671.39,0.000152588,5633.29,0,0
3544,-172.497,0.000152588,0,0,0
12256,-2139.19,0.000152588,0,0,0
7383,-942.595,0.000152588,6641.33,0,0
1920,-1090.27,0.000595345,0,2.56E-13,0
14766,-4075.75,0.000152588,12822.4,0,0
8565,-3304.23,0.000152588,6407.54,0,0
2363,-177.964,0.999817,-510.345,1,1
10927,-2249.74,0.000152588,4658.22,0,0
10484,-6412.38,0.000269306,0,1.28E-13,0
13290,-4801.68,0.000152588,9659.96,0,0
10337,-4287.39,0.000152588,6933.02,0,0
11370,-7462,0.000152588,5020.94,0,0
14766,-5.05E-16,0.000152588,14439,0,0
7531,-7600.05,0.000521428,0,7.76E-13,0
10632,-1631.87,0.000152588,4923.75,0,0
1920,-2.52E-14,0.0105078,0,0.0106751,1
6793,-959.096,0.000152588,4665.59,0,0
11813,-1608.84,0.000152588,6588.75,0,0
2215,-1085.34,0.999764,0,1,1
14766,-5147.8,0.000152588,0,0,0
4283,-0.000238942,0.997959,0,1,1
1772,-2211.42,0.0004315,0,1.69E-12,0
4726,-4986.76,0.0022152,0,1.36E-13,0
4430,-502.226,0.999613,0,1,1
5316,-1185.9,0.998827,0,1,1
8417,-10055.1,0.000255054,0,0,0
10780,-8980.23,0.998671,0,1,1
11370,-9068.89,0.000152588,4971.48,0,0
7383,-610.568,1.19E-06,0,0,0
6793,-2428.88,1.19E-06,0,0,0
5612,-7123.49,0.999965,0,0.999986,1
5685,-5422.34,0.0151325,0,0.0153409,0
2658,-3719.71,0.0182044,0,0.0189087,0
6940,-7371.15,1.19E-06,0,0,0
5316,-3621.4,1.19E-06,0,0,0
2806,-3352.4,2.68E-05,0,0,0
1034,-4047.37,0.999999,-1853.64,1,1
7383,-700.113,1.19E-06,0,0,0
1403,-1071.34,0.999781,-23.5509,1,1
6940,-5489.49,1.96E-05,0,0,0
6424,-4790.92,7.63E-05,0,3.94E-05,0
5095,-2915.7,1.19E-06,0,0,0
1329,-994.138,0.00187127,0,0.00175903,0
1182,-491.021,0.999944,0,0.999982,1
4356,-1932.72,1.19E-06,0,0,0
7383,-1656.36,1.19E-06,0,0,0
2585,-459.531,0.000101114,0,4.03E-05,0
813,-987.063,0.999999,-548.941,1,1
1625,-3476.35,0.999999,-1795.81,1,1
6202,-6786.31,1.19E-06,0,0,0
3397,-2105.48,1.19E-06,0,0,0
4873,-673.264,1.19E-06,0,0,0
2068,-1959.41,0.953748,0,0.953642,1
7383,-1630.59,1.19E-06,0,0,0
5169,-2485.37,2.27E-05,0,0,0
739,-12.3543,0.999977,0,1,1
3028,-2814.26,1.19E-06,0,0,0
3470,-2412.7,1.19E-06,0,0,0
6645,-495.644,1.19E-06,0,0,0
7310,-4154.47,1.19E-06,0,0,0
5390,-1384.31,1.19E-06,0,0,0
5169,-143.524,1.19E-06,0,0,0
7383,-3269.35,1.19E-06,0,0,0
6645,-5007.09,1.19E-06,0,0,0
3840,-3609.27,2.53E-05,0,0,0
1920,-2261.63,0.000109819,0,4.02E-05,0
4799,-1091.47,1.19E-06,0,0,0
5685,-2266.49,2.91E-05,0,5.18E-06,0
1551,-328.965,0.999909,0,0.999995,1
3840,-3348.28,0.000359379,0,6.53E-05,1
7383,-319.261,1.19E-06,0,0,0
4873,-3761.41,4.80E-05,0,8.01E-05,0
3101,-1887.38,0.999893,0,0.999912,1
2511,-1766.28,0.599297,0,0.599492,1
